date,district,branch,active_customers,new_connections,festival_indicator,price,stock,refill_bookings
2022-01-19,Madurai,Central,146038,440,0,861,7482,32005
2022-01-19,Madurai,North,232024,4748,1,820,4866,49602
2022-01-19,Madurai,South,164598,282,1,940,17114,39285
2022-01-19,Madurai,East,131554,1456,1,844,13431,13210
2022-01-19,Madurai,West,94363,4779,1,908,13531,11588
2022-01-19,Trichy,Central,249919,3472,1,807,17512,18146
2022-01-19,Trichy,North,173053,3841,0,883,15969,9033
2022-01-19,Trichy,South,88211,1089,1,881,3774,15651
2022-01-19,Trichy,East,149239,3908,0,942,16376,10889
2022-01-19,Trichy,West,217708,4300,0,850,12058,14101
2022-01-19,Salem,Central,120194,3289,0,838,15851,22154
2022-01-19,Salem,North,200611,2601,0,801,3628,35373
2022-01-19,Salem,South,214226,3521,0,880,4282,39624
2022-01-19,Salem,East,229510,2098,0,861,14336,14342
2022-01-19,Salem,West,169006,1531,0,827,12516,18749
2022-01-20,Coimbatore,Central,198586,2758,0,872,6020,15213
2022-01-20,Coimbatore,North,242121,3359,0,831,19858,23626
2022-01-20,Coimbatore,South,129003,3343,1,862,18743,20434
2022-01-20,Coimbatore,East,245119,2141,0,917,12135,41129
2022-01-20,Coimbatore,West,221675,3080,0,855,13411,10906
2022-01-20,Chennai,Central,167961,1013,0,925,16730,16120
2022-01-20,Chennai,North,189839,1029,1,864,19438,10744
2022-01-20,Chennai,South,223489,1499,1,866,6652,29323
2022-01-20,Chennai,East,57597,4558,0,850,16138,7169
2022-01-20,Chennai,West,203124,223,0,886,2785,11139
2022-01-20,Madurai,Central,187416,2516,0,858,16973,10619
2022-01-20,Madurai,North,109500,3907,0,867,5236,20848
2022-01-20,Madurai,South,52352,2032,0,885,7498,15582
2022-01-20,Madurai,East,100098,1477,0,850,6857,5340
2022-01-20,Madurai,West,225021,482,0,843,2138,5358
2022-01-20,Trichy,Central,169619,1622,0,823,17996,42772
2022-01-20,Trichy,North,108478,2286,0,816,4151,14429
2022-01-20,Trichy,South,227912,3835,0,884,3307,19852
2022-01-20,Trichy,East,140768,2760,0,946,12238,43975
2022-01-20,Trichy,West,182212,366,0,846,12485,33308
2022-01-20,Salem,Central,94789,1610,0,819,3960,5557
2022-01-20,Salem,North,210761,982,0,847,7867,34535
2022-01-20,Salem,South,128518,1710,0,942,14991,7808
2022-01-20,Salem,East,154946,3925,1,881,8142,33398
2022-01-20,Salem,West,233043,1002,1,847,17688,39631
2022-01-21,Coimbatore,Central,132035,2484,1,895,15127,19482
2022-01-21,Coimbatore,North,90510,2590,0,830,3137,32103
2022-01-21,Coimbatore,South,217260,4878,1,937,14413,5276
2022-01-21,Coimbatore,East,101151,1327,1,834,19079,25536
2022-01-21,Coimbatore,West,106622,3334,1,807,6208,16590
2022-01-21,Chennai,Central,191958,4774,1,824,11764,25620
2022-01-21,Chennai,North,92727,4843,1,927,10392,16390
2022-01-21,Chennai,South,156752,3847,1,903,13528,26281
2022-01-21,Chennai,East,104189,513,0,874,11101,37955
2022-01-21,Chennai,West,111388,3856,0,844,7242,13549
2022-01-21,Madurai,Central,72031,2522,1,923,9823,20717
2022-01-21,Madurai,North,161041,1597,0,910,4555,7951
2022-01-21,Madurai,South,198694,1073,0,854,5701,40548
2022-01-21,Madurai,East,73782,1688,1,944,17592,27173
2022-01-21,Madurai,West,214276,2928,0,852,17061,35750
2022-01-21,Trichy,Central,66566,1689,0,913,17373,36921
2022-01-21,Trichy,North,154859,1111,0,878,15333,23691
2022-01-21,Trichy,South,237450,1135,0,833,6945,12927
2022-01-21,Trichy,East,226481,1364,0,817,5167,49757
2022-01-21,Trichy,West,76917,3514,0,807,4437,20275
2022-01-21,Salem,Central,105103,767,0,864,7738,37402
2022-01-21,Salem,North,234456,4623,0,881,17246,30394
2022-01-21,Salem,South,224220,1206,1,911,17927,49452
2022-01-21,Salem,East,82441,570,0,859,13992,28478
2022-01-21,Salem,West,177881,4218,0,812,2522,33099
2022-01-22,Coimbatore,Central,161022,4988,0,820,18211,44890
2022-01-22,Coimbatore,North,55842,1416,0,900,17206,23971
2022-01-22,Coimbatore,South,206671,1478,0,945,9935,43861
2022-01-22,Coimbatore,East,173106,991,1,812,4257,32364
2022-01-22,Coimbatore,West,206044,2178,1,936,4005,32747
2022-01-22,Chennai,Central,126396,1978,0,936,16609,28554
2022-01-22,Chennai,North,112491,1039,0,853,19845,13547
2022-01-22,Chennai,South,110948,3423,0,812,9480,31672
2022-01-22,Chennai,East,54213,2201,0,843,4100,49617
2022-01-22,Chennai,West,243069,3696,0,823,5841,47965
2022-01-22,Madurai,Central,189088,4593,0,930,4158,39832
2022-01-22,Madurai,North,217093,4736,0,921,17193,31853
2022-01-22,Madurai,South,225936,4023,0,815,13950,15704
2022-01-22,Madurai,East,52745,3966,0,933,19908,34336
2022-01-22,Madurai,West,90992,4125,0,856,8155,38487
2022-01-22,Trichy,Central,236740,4679,0,910,6426,28303
2022-01-22,Trichy,North,77606,3675,0,858,14903,29770
2022-01-22,Trichy,South,156984,2304,0,878,7243,44382
2022-01-22,Trichy,East,99067,1341,0,903,2630,16908
2022-01-22,Trichy,West,207495,2755,0,874,18661,21616
2022-01-22,Salem,Central,158048,3370,0,825,17384,36226
2022-01-22,Salem,North,156956,3864,0,867,9006,13682
2022-01-22,Salem,South,246416,1172,1,901,2215,28989
2022-01-22,Salem,East,125451,1692,1,825,11968,21241
2022-01-22,Salem,West,174932,2395,0,814,5644,26625
2022-01-23,Coimbatore,Central,178557,2600,0,861,8353,36433
2022-01-23,Coimbatore,North,93309,2032,0,802,7085,43405
2022-01-23,Coimbatore,South,247724,2667,0,907,8474,31956
2022-01-23,Coimbatore,East,97153,1646,0,869,16607,17867
2022-01-23,Coimbatore,West,109234,1375,1,863,9866,20449
2022-01-23,Chennai,Central,126221,456,0,818,8102,36030
2022-01-23,Chennai,North,173749,985,0,933,2619,38650
2022-01-23,Chennai,South,75372,3742,0,816,16122,29820
2022-01-23,Chennai,East,118431,1029,1,940,10199,15717
2022-01-23,Chennai,West,86191,2119,0,864,14474,41435
2022-01-23,Madurai,Central,143783,2901,1,885,14424,23852
2022-01-23,Madurai,North,72601,3719,0,903,12695,14135
2022-01-23,Madurai,South,55722,2937,0,920,6444,45386
2022-01-23,Madurai,East,133596,1296,0,808,9927,24702
2022-01-23,Madurai,West,206314,2276,0,892,11171,40219
2022-01-23,Trichy,Central,158125,3796,0,889,14972,46075
2022-01-23,Trichy,North,186028,2103,0,881,17417,29729
2022-01-23,Trichy,South,162492,3799,0,858,11256,25584
2022-01-23,Trichy,East,84681,1316,0,897,3772,31536
2022-01-23,Trichy,West,134700,4904,1,855,15234,27626
2022-01-23,Salem,Central,241051,2429,1,908,2699,19534
2022-01-23,Salem,North,92998,4747,0,931,13030,14065
2022-01-23,Salem,South,189347,1522,0,908,8696,47351
2022-01-23,Salem,East,143330,4307,1,867,18654,40236
2022-01-23,Salem,West,228048,1490,1,839,16270,35908
2022-01-24,Coimbatore,Central,65523,3707,0,803,18673,32056
2022-01-24,Coimbatore,North,187686,3352,0,822,13116,21964
2022-01-24,Coimbatore,South,218798,353,0,856,5832,30275
2022-01-24,Coimbatore,East,84148,3996,1,934,15926,24540
2022-01-24,Coimbatore,West,234531,483,0,846,12179,17251
2022-01-24,Chennai,Central,161435,3209,1,940,4749,18156
2022-01-24,Chennai,North,204136,1235,1,925,5450,12214
2022-01-24,Chennai,South,176479,2651,1,853,4708,23375
2022-01-24,Chennai,East,65088,371,0,830,5273,42306
2022-01-24,Chennai,West,211953,4449,0,938,5551,17297
2022-01-24,Madurai,Central,77128,2932,0,910,2152,16156
2022-01-24,Madurai,North,192180,2900,0,850,14067,38872
2022-01-24,Madurai,South,60728,4299,0,922,2406,18689
2022-01-24,Madurai,East,214006,608,1,880,15050,5680
2022-01-24,Madurai,West,134040,4777,0,851,4292,6538
2022-01-24,Trichy,Central,217248,660,1,908,4230,42055
2022-01-24,Trichy,North,234384,4020,0,814,19951,38919
2022-01-24,Trichy,South,123155,468,0,915,5490,23919
2022-01-24,Trichy,East,54173,2973,0,931,6997,22376
2022-01-24,Trichy,West,153591,2486,0,826,13599,5389
2022-01-24,Salem,Central,149303,4720,1,946,4763,9986
2022-01-24,Salem,North,82298,1581,1,894,18835,32798
2022-01-24,Salem,South,141649,3193,0,871,12758,46334
2022-01-24,Salem,East,177426,3797,1,882,13442,42327
2022-01-24,Salem,West,197271,212,0,852,18523,6424
2022-01-25,Coimbatore,Central,69552,616,1,877,8261,5887
2022-01-25,Coimbatore,North,81802,3204,0,911,18402,26205
2022-01-25,Coimbatore,South,172746,1573,0,832,15452,8765
2022-01-25,Coimbatore,East,167126,4410,0,946,7941,42623
2022-01-25,Coimbatore,West,72931,2861,1,935,7788,37969
2022-01-25,Chennai,Central,236384,2469,1,868,3988,49505
2022-01-25,Chennai,North,178467,4620,0,870,9162,27625
2022-01-25,Chennai,South,82088,307,0,823,12825,27693
2022-01-25,Chennai,East,185189,253,0,838,3518,35949
2022-01-25,Chennai,West,203619,2700,0,907,5554,31990
2022-01-25,Madurai,Central,197265,2949,1,933,3742,6306
2022-01-25,Madurai,North,53849,4268,1,847,15032,41963
2022-01-25,Madurai,South,104330,2655,0,864,4642,47137
2022-01-25,Madurai,East,236633,4857,1,948,17226,39039
2022-01-25,Madurai,West,51813,3015,1,824,10475,42164
2022-01-25,Trichy,Central,223123,916,0,882,3920,45585
2022-01-25,Trichy,North,126872,2193,0,831,10367,10285
2022-01-25,Trichy,South,159200,469,1,884,5676,7426
2022-01-25,Trichy,East,180970,3062,0,816,6138,40192
2022-01-25,Trichy,West,141176,2317,1,838,12996,6134
2022-01-25,Salem,Central,112943,2884,0,868,7039,26281
2022-01-25,Salem,North,162935,2350,0,861,19721,22568
2022-01-25,Salem,South,136346,1651,0,847,19910,31249
2022-01-25,Salem,East,116897,1673,0,862,16924,49717
2022-01-25,Salem,West,150297,969,1,919,18986,49781
2022-01-26,Coimbatore,Central,214530,593,0,872,12748,34061
2022-01-26,Coimbatore,North,205242,394,0,827,14855,24642
2022-01-26,Coimbatore,South,151121,544,1,922,7307,46701
2022-01-26,Coimbatore,East,230903,2567,0,906,7668,30934
2022-01-26,Coimbatore,West,228267,162,0,938,9352,18516
2022-01-26,Chennai,Central,138835,4451,0,906,10003,36707
2022-01-26,Chennai,North,249886,922,1,920,3637,36781
2022-01-26,Chennai,South,63652,1024,0,891,18625,36174
2022-01-26,Chennai,East,245522,2768,1,882,19186,17356
2022-01-26,Chennai,West,178128,295,1,826,5606,37828
2022-01-26,Madurai,Central,176270,2013,1,854,16125,7591
2022-01-26,Madurai,North,229588,1671,0,905,13087,35816
2022-01-26,Madurai,South,73408,1336,1,805,17346,23978
2022-01-26,Madurai,East,106358,761,0,804,2086,15704
2022-01-26,Madurai,West,66322,3042,0,828,3700,33246
2022-01-26,Trichy,Central,73199,3729,0,911,7520,49278
2022-01-26,Trichy,North,217527,696,1,933,16955,49049
2022-01-26,Trichy,South,194989,4857,0,925,9081,46458
2022-01-26,Trichy,East,139037,4829,0,914,13171,34345
2022-01-26,Trichy,West,227385,3711,0,846,17093,36870
2022-01-26,Salem,Central,99298,4082,1,871,12602,43396
2022-01-26,Salem,North,58328,3460,0,818,4242,19665
2022-01-26,Salem,South,58640,2048,0,940,3920,48937
2022-01-26,Salem,East,193279,338,0,863,13164,42158
2022-01-26,Salem,West,134607,4266,0,825,17810,10126
2022-01-27,Coimbatore,Central,211081,916,1,861,14816,44082
2022-01-27,Coimbatore,North,115048,350,0,828,5700,35698
2022-01-27,Coimbatore,South,191727,1267,0,872,2504,47581
2022-01-27,Coimbatore,East,64671,2572,0,917,5816,34894
2022-01-27,Coimbatore,West,50717,3584,0,814,6994,9234
2022-01-27,Chennai,Central,119300,3089,0,945,12674,46153
2022-01-27,Chennai,North,127535,3819,1,903,12531,30307
2022-01-27,Chennai,South,61064,3220,0,865,8476,29565
2022-01-27,Chennai,East,52382,631,1,922,13996,31946
2022-01-27,Chennai,West,129698,102,0,863,14327,19394
2022-01-27,Madurai,Central,179974,2721,0,859,4890,32769
2022-01-27,Madurai,North,180526,2766,1,929,11277,47239
2022-01-27,Madurai,South,228736,770,1,860,13767,18006
2022-01-27,Madurai,East,104319,2055,1,857,3892,8439
2022-01-27,Madurai,West,213244,1953,1,857,13763,25176
2022-01-27,Trichy,Central,225458,143,1,870,5163,40710
2022-01-27,Trichy,North,173099,2025,1,944,12966,22374
2022-01-27,Trichy,South,131471,903,1,861,5516,44178
2022-01-27,Trichy,East,82821,2675,0,858,7944,45172
2022-01-27,Trichy,West,83722,2533,0,937,12539,41046
2022-01-27,Salem,Central,71839,2740,0,939,18754,38625
2022-01-27,Salem,North,185958,4853,1,912,18767,33453
2022-01-27,Salem,South,152638,4390,1,860,15440,36709
2022-01-27,Salem,East,228860,4351,0,909,18140,5922
2022-01-27,Salem,West,167603,3050,0,931,12006,42701
2022-01-28,Coimbatore,Central,162599,1463,1,883,2203,21544
2022-01-28,Coimbatore,North,196971,4587,0,862,3093,20228
2022-01-28,Coimbatore,South,201956,707,0,804,5191,38457
2022-01-28,Coimbatore,East,135679,3049,0,909,16010,49535
2022-01-28,Coimbatore,West,197175,4650,1,945,17623,7378
2022-01-28,Chennai,Central,181040,1305,1,837,4735,35746
2022-01-28,Chennai,North,125403,398,1,890,8623,19908
2022-01-28,Chennai,South,231698,4560,0,894,4850,15698
2022-01-28,Chennai,East,111114,3064,1,847,8644,40618
2022-01-28,Chennai,West,214005,3586,1,913,19375,35926
2022-01-28,Madurai,Central,217679,1358,0,802,15519,26188
2022-01-28,Madurai,North,146393,4534,0,860,7660,9478
2022-01-28,Madurai,South,189282,2830,0,860,9082,43163
2022-01-28,Madurai,East,163711,2358,1,938,7741,11838
2022-01-28,Madurai,West,172564,3362,0,850,4827,35257
2022-01-28,Trichy,Central,195283,2317,1,813,16026,33554
2022-01-28,Trichy,North,80908,3061,0,919,16806,30515
2022-01-28,Trichy,South,86182,1548,0,888,15288,34877
2022-01-28,Trichy,East,134425,1017,0,863,8982,44104
2022-01-28,Trichy,West,199134,715,1,892,13667,9529
2022-01-28,Salem,Central,62192,474,0,811,3319,6141
2022-01-28,Salem,North,185699,2790,0,889,7213,41876
2022-01-28,Salem,South,69404,1957,0,865,11802,29519
2022-01-28,Salem,East,72439,3982,0,807,14583,28513
2022-01-28,Salem,West,186093,4835,0,943,15117,27250
2022-01-29,Coimbatore,Central,139132,1054,1,887,5327,34768
2022-01-29,Coimbatore,North,245490,4374,0,918,17160,38998
2022-01-29,Coimbatore,South,208302,984,0,819,16715,10750
2022-01-29,Coimbatore,East,163931,3956,1,893,3546,27449
2022-01-29,Coimbatore,West,133014,2511,0,819,6145,37101
2022-01-29,Chennai,Central,52775,4759,0,883,5970,31616
2022-01-29,Chennai,North,235639,4431,0,903,18575,30479
2022-01-29,Chennai,South,227244,961,0,937,6134,49571
2022-01-29,Chennai,East,196480,736,0,835,14057,16349
2022-01-29,Chennai,West,242003,3394,1,926,14158,20735
2022-01-29,Madurai,Central,196902,3813,1,810,4011,8373
2022-01-29,Madurai,North,191407,2600,0,809,3447,24583
2022-01-29,Madurai,South,203837,2043,0,911,16139,43230
2022-01-29,Madurai,East,200592,3418,1,856,12345,46185
2022-01-29,Madurai,West,180956,787,0,944,11486,43862
2022-01-29,Trichy,Central,108870,4874,0,831,4440,25519
2022-01-29,Trichy,North,81379,3902,0,876,16031,19536
2022-01-29,Trichy,South,115982,4015,0,870,2226,25527
2022-01-29,Trichy,East,73569,3059,0,888,16559,48837
2022-01-29,Trichy,West,216375,2032,1,933,7074,18900
2022-01-29,Salem,Central,177992,1981,1,853,19958,48852
2022-01-29,Salem,North,248303,3358,0,919,18436,14949
2022-01-29,Salem,South,104722,1766,0,949,8855,23678
2022-01-29,Salem,East,189335,2153,0,898,16079,12243
2022-01-29,Salem,West,145408,926,1,868,18691,24800
2022-01-30,Coimbatore,Central,178126,2434,0,883,13669,20916
2022-01-30,Coimbatore,North,60878,3085,1,819,2336,47933
2022-01-30,Coimbatore,South,95536,4068,0,816,18279,8129
2022-01-30,Coimbatore,East,153751,4304,1,871,2314,16737
2022-01-30,Coimbatore,West,247742,2846,0,815,19270,32649
2022-01-30,Chennai,Central,237902,1012,1,812,8751,39524
2022-01-30,Chennai,North,214957,3509,0,893,16996,18878
2022-01-30,Chennai,South,143095,242,1,907,8622,17852
2022-01-30,Chennai,East,97574,2531,0,856,4696,39485
2022-01-30,Chennai,West,200528,1167,0,897,5791,30864
2022-01-30,Madurai,Central,86639,1906,0,935,17549,34963
2022-01-30,Madurai,North,102265,982,1,894,19888,48423
2022-01-30,Madurai,South,157228,1848,0,855,6485,18233
2022-01-30,Madurai,East,206140,291,0,914,14391,39642
2022-01-30,Madurai,West,91830,4863,0,805,13410,19519
2022-01-30,Trichy,Central,242485,1151,1,918,14580,37323
2022-01-30,Trichy,North,94757,3389,1,857,2307,8359
2022-01-30,Trichy,South,85944,1351,0,882,16330,9891
2022-01-30,Trichy,East,54992,2061,0,839,12848,18255
2022-01-30,Trichy,West,185639,4105,0,936,13151,21567
2022-01-30,Salem,Central,53358,1498,1,824,9678,36521
2022-01-30,Salem,North,55698,1373,0,917,13241,14497
2022-01-30,Salem,South,148239,3181,0,804,12703,22570
2022-01-30,Salem,East,242971,4300,0,825,15998,11305
2022-01-30,Salem,West,68782,4629,1,931,4230,11511
2022-01-31,Coimbatore,Central,164816,1369,0,930,15272,34523
2022-01-31,Coimbatore,North,121088,727,0,915,7884,32790
2022-01-31,Coimbatore,South,90953,349,0,845,11175,30464
2022-01-31,Coimbatore,East,241353,2217,1,911,10662,6987
2022-01-31,Coimbatore,West,206177,4856,1,903,11878,47946
2022-01-31,Chennai,Central,176503,2285,0,860,4052,39484
2022-01-31,Chennai,North,179572,4638,1,892,13460,21968
2022-01-31,Chennai,South,80266,2899,1,903,16011,7866
2022-01-31,Chennai,East,162669,2111,0,889,12956,35663
2022-01-31,Chennai,West,187150,831,1,902,15558,44454
2022-01-31,Madurai,Central,182659,1711,0,821,12350,23816
2022-01-31,Madurai,North,79432,3362,0,948,7454,14424
2022-01-31,Madurai,South,152421,777,1,807,8845,25142
2022-01-31,Madurai,East,170592,4724,0,940,10848,18136
2022-01-31,Madurai,West,116125,4624,1,909,9693,47222
2022-01-31,Trichy,Central,99223,3616,0,826,18652,14968
2022-01-31,Trichy,North,52462,1368,0,859,15269,5406
2022-01-31,Trichy,South,122920,3176,0,933,10901,7618
2022-01-31,Trichy,East,211215,4949,1,816,7368,9621
2022-01-31,Trichy,West,108829,3050,0,918,9566,17306
2022-01-31,Salem,Central,103822,1103,0,946,11890,45863
2022-01-31,Salem,North,161023,2191,1,860,16698,42952
2022-01-31,Salem,South,150706,4995,1,857,11343,15637
2022-01-31,Salem,East,150260,4658,0,867,2807,9827
2022-01-31,Salem,West,146143,4624,0,895,7313,18598
2022-02-01,Coimbatore,Central,161362,857,0,814,14458,19536
2022-02-01,Coimbatore,North,53558,1680,1,870,5575,40186
2022-02-01,Coimbatore,South,218038,1101,0,829,11673,32877
2022-02-01,Coimbatore,East,239073,2880,0,897,6266,45317
2022-02-01,Coimbatore,West,105468,2810,1,933,3657,37764
2022-02-01,Chennai,Central,167229,3175,1,805,10479,43505
2022-02-01,Chennai,North,200673,3954,0,895,6552,14417
2022-02-01,Chennai,South,239651,1129,0,922,14734,8722
2022-02-01,Chennai,East,120442,1575,0,932,19109,37247
2022-02-01,Chennai,West,93461,3462,1,949,16191,24190
2022-02-01,Madurai,Central,208458,2223,0,817,16448,19586
2022-02-01,Madurai,North,206488,1914,0,924,15380,40699
2022-02-01,Madurai,South,96335,4225,1,911,3609,5717
2022-02-01,Madurai,East,141128,3665,0,918,8782,31536
2022-02-01,Madurai,West,149352,1457,0,847,9905,47761
2022-02-01,Trichy,Central,88346,1720,1,934,4941,10695
2022-02-01,Trichy,North,89169,1077,0,874,19937,13378
2022-02-01,Trichy,South,51881,4686,0,847,4345,21459
2022-02-01,Trichy,East,213515,1456,0,929,17833,9922
2022-02-01,Trichy,West,172778,2430,0,871,14205,26054
2022-02-01,Salem,Central,204599,2159,0,842,2016,21848
2022-02-01,Salem,North,70855,1927,1,868,18473,42583
2022-02-01,Salem,South,102003,2943,0,875,17972,33310
2022-02-01,Salem,East,72927,1069,0,923,3404,28324
2022-02-01,Salem,West,119518,4423,0,818,14748,26097
2022-02-02,Coimbatore,Central,184164,4259,0,854,15971,19616
2022-02-02,Coimbatore,North,54926,1287,0,815,9108,46909
2022-02-02,Coimbatore,South,70323,144,0,833,11021,23293
2022-02-02,Coimbatore,East,56364,2681,0,910,2931,36730
2022-02-02,Coimbatore,West,194933,3506,1,808,19695,46347
2022-02-02,Chennai,Central,53121,1973,0,886,17946,8748
2022-02-02,Chennai,North,76553,1959,0,833,8792,15374
2022-02-02,Chennai,South,185747,1270,0,927,14450,15680
2022-02-02,Chennai,East,60068,2562,0,831,3161,40131
2022-02-02,Chennai,West,140071,243,0,906,4176,42770
2022-02-02,Madurai,Central,214726,440,1,910,4654,16984
2022-02-02,Madurai,North,139312,4142,1,864,6654,33635
2022-02-02,Madurai,South,202756,1231,0,839,11009,12498
2022-02-02,Madurai,East,154940,111,0,826,17216,23613
2022-02-02,Madurai,West,53009,4851,0,829,15907,41635
2022-02-02,Trichy,Central,164456,4973,0,839,11036,38783
2022-02-02,Trichy,North,84152,1497,0,821,12401,49632
2022-02-02,Trichy,South,163985,4783,0,809,12079,48512
2022-02-02,Trichy,East,203263,4983,0,865,15746,20995
2022-02-02,Trichy,West,98803,3579,0,929,7197,12452
2022-02-02,Salem,Central,91486,2760,0,924,15158,21663
2022-02-02,Salem,North,143076,4077,0,900,5981,26153
2022-02-02,Salem,South,186319,2461,0,835,15731,12189
2022-02-02,Salem,East,130077,2786,0,899,4776,47079
2022-02-02,Salem,West,180976,3088,0,817,16629,13386
2022-02-03,Coimbatore,Central,198118,579,1,943,17034,10060
2022-02-03,Coimbatore,North,180499,2808,0,939,15648,12148
2022-02-03,Coimbatore,South,237990,3313,0,845,7919,20886
2022-02-03,Coimbatore,East,206328,4751,0,908,5866,21755
2022-02-03,Coimbatore,West,73382,715,0,878,14330,5864
2022-02-03,Chennai,Central,149572,884,0,909,18309,9054
